TK,ΠΕΡΙΟΧΗ,ΧΩΡΑ,ΠΟΛΗ,ΝΟΜΟΣ
7714,Λάρνακα,ΚΥΠΡΟΣ,Δρυς Κάτω,Λάρνακα
7739,Λάρνακα,ΚΥΠΡΟΣ,Ζύγι,Λάρνακα
7733,Λάρνακα,ΚΥΠΡΟΣ,Καλαβασός,Λάρνακα
7643,Λάρνακα,ΚΥΠΡΟΣ,Καλό Χωριό Λάρνακας,Λάρνακα
7503,Λάρνακα,ΚΥΠΡΟΣ,Κελλιά,Λάρνακα
7575,Λάρνακα,ΚΥΠΡΟΣ,Κιβισίλι,Λάρνακα
7550,Λάρνακα,ΚΥΠΡΟΣ,Κίτι,Λάρνακα
7576,Λάρνακα,ΚΥΠΡΟΣ,Κλαυδιά,Λάρνακα
7640,Λάρνακα,ΚΥΠΡΟΣ,Κόρνος,Λάρνακα
7621,Λάρνακα,ΚΥΠΡΟΣ,Κόσιη,Λάρνακα
7735,Λάρνακα,ΚΥΠΡΟΣ,Κοφίνου,Λάρνακα
7715,Λάρνακα,ΚΥΠΡΟΣ,Λάγεια,Λάρνακα
7060,Λάρνακα,ΚΥΠΡΟΣ,Λειβάδια Λάρνακας,Λάρνακα
7710,Λάρνακα,ΚΥΠΡΟΣ,Λεύκαρα Κάτω,Λάρνακα
7700,Λάρνακα,ΚΥΠΡΟΣ,Λεύκαρα Πάνω,Λάρνακα
7577,Λάρνακα,ΚΥΠΡΟΣ,Μαζωτός,Λάρνακα
7736,Λάρνακα,ΚΥΠΡΟΣ,Μαρί,Λάρνακα
7737,Λάρνακα,ΚΥΠΡΟΣ,Μαρώνι,Λάρνακα
7716,Λάρνακα,ΚΥΠΡΟΣ,Μελίνη,Λάρνακα
7622,Λάρνακα,ΚΥΠΡΟΣ,Μελούσεια,Λάρνακα
7000,Λάρνακα,ΚΥΠΡΟΣ,Μενεού,Λάρνακα
7578,Λάρνακα,ΚΥΠΡΟΣ,Μενόγεια,Λάρνακα
7650,Λάρνακα,ΚΥΠΡΟΣ,Μονή Αγίας Βαρβάρας,Λάρνακα
7644,Λάρνακα,ΚΥΠΡΟΣ,Μονή Αγίας Θέκλας,Λάρνακα
7717,Λάρνακα,ΚΥΠΡΟΣ,Μονή Αγίου Μηνά,Λάρνακα
7509,Λάρνακα,ΚΥΠΡΟΣ,Μονή Μεταμορφώσεως,Λάρνακα
7646,Λάρνακα,ΚΥΠΡΟΣ,Μονή Παναγίας Γαλακτ,Λάρνακα
7645,Λάρνακα,ΚΥΠΡΟΣ,Μονή Σταυροβουνίου,Λάρνακα
7647,Λάρνακα,ΚΥΠΡΟΣ,Μοσφιλωτή,Λάρνακα
7510,Λάρνακα,ΚΥΠΡΟΣ,Ξυλοτύμπου,Λάρνακα
7520,Λάρνακα,ΚΥΠΡΟΣ,Ξυλοφάγου,Λάρνακα
7718,Λάρνακα,ΚΥΠΡΟΣ,Οδού,Λάρνακα
7719,Λάρνακα,ΚΥΠΡΟΣ,Ορά,Λάρνακα
7530,Λάρνακα,ΚΥΠΡΟΣ,Ορμήδεια,Λάρνακα
7040,Λάρνακα,ΚΥΠΡΟΣ,Ορόκλινη (Βορόκλινη),Λάρνακα
7041,Λάρνακα,ΚΥΠΡΟΣ,Ορόκλινη Τουριστική ,Λάρνακα
7721,Λάρνακα,ΚΥΠΡΟΣ,Παρσάτα,Λάρνακα
7560,Λάρνακα,ΚΥΠΡΟΣ,Περβόλια Λάρνακας,Λάρνακα
7504,Λάρνακα,ΚΥΠΡΟΣ,Πέργαμος,Λάρνακα
7623,Λάρνακα,ΚΥΠΡΟΣ,Πετροφάνι,Λάρνακα
7506,Λάρνακα,ΚΥΠΡΟΣ,Προσφυγικός Συνοικισ,Λάρνακα
7508,Λάρνακα,ΚΥΠΡΟΣ,Προσφυγικός Συνοικισ,Λάρνακα
7080,Λάρνακα,ΚΥΠΡΟΣ,Πύλα,Λάρνακα
7081,Λάρνακα,ΚΥΠΡΟΣ,Πύλα Τουριστική Περι,Λάρνακα
7648,Λάρνακα,ΚΥΠΡΟΣ,Πυργά Λάρνακας,Λάρνακα
7731,Λάρνακα,ΚΥΠΡΟΣ,Σκαρίνου,Λάρνακα
7561,Λάρνακα,ΚΥΠΡΟΣ,Σοφτάδες,Λάρνακα
7734,Λάρνακα,ΚΥΠΡΟΣ,Σταθμός Καλαβασού,Λάρνακα
7732,Λάρνακα,ΚΥΠΡΟΣ,Σταθμός Σκαρίνου,Λάρνακα
7742,Λάρνακα,ΚΥΠΡΟΣ,Σταθμός Χοιροκοιτίας,Λάρνακα
7562,Λάρνακα,ΚΥΠΡΟΣ,Τερσεφάνου,Λάρνακα
7740,Λάρνακα,ΚΥΠΡΟΣ,Τόχνη,Λάρνακα
7624,Λάρνακα,ΚΥΠΡΟΣ,Τρεμετουσιά,Λάρνακα
7505,Λάρνακα,ΚΥΠΡΟΣ,Τρούλλοι,Λάρνακα
7741,Λάρνακα,ΚΥΠΡΟΣ,Χοιροκοιτία,Λάρνακα
7743,Λάρνακα,ΚΥΠΡΟΣ,Ψεματισμένος,Λάρνακα
7649,Λάρνακα,ΚΥΠΡΟΣ,Ψευδάς,Λάρνακα
4710,Λεμεσός,ΚΥΠΡΟΣ,Άγιος Αμβρόσιος Λεμε,Λεμεσός
4740,Λεμεσός,ΚΥΠΡΟΣ,Άγιος Γεώργιος Λεμεσ,Λεμεσός
4842,Λεμεσός,ΚΥΠΡΟΣ,Άγιος Δημήτριος,Λεμεσός
4870,Λεμεσός,ΚΥΠΡΟΣ,Άγιος Θεόδωρος Αγρού,Λεμεσός
4711,Λεμεσός,ΚΥΠΡΟΣ,Άγιος Θεράπων,Λεμεσός
4606,Λεμεσός,ΚΥΠΡΟΣ,Άγιος Θωμάς,Λεμεσός
4871,Λεμεσός,ΚΥΠΡΟΣ,Άγιος Ιωάννης Αγρού,Λεμεσός
4561,Λεμεσός,ΚΥΠΡΟΣ,Άγιος Κωνσταντίνος,Λεμεσός
4741,Λεμεσός,ΚΥΠΡΟΣ,Άγιος Μάμας,Λεμεσός
4562,Λεμεσός,ΚΥΠΡΟΣ,Άγιος Παύλος,Λεμεσός
4521,Λεμεσός,ΚΥΠΡΟΣ,Άγιος Τύχωνας,Λεμεσός
4872,Λεμεσός,ΚΥΠΡΟΣ,Αγρίδια,Λεμεσός
4860,Λεμεσός,ΚΥΠΡΟΣ,Αγρός,Λεμεσός
4567,Λεμεσός,ΚΥΠΡΟΣ,Αθρακός,Λεμεσός
4501,Λεμεσός,ΚΥΠΡΟΣ,Ακαπνού,Λεμεσός
4522,Λεμεσός,ΚΥΠΡΟΣ,Ακρούντα,Λεμεσός
4640,Λεμεσός,ΚΥΠΡΟΣ,Ακρωτήρι,Λεμεσός
4528,Λεμεσός,ΚΥΠΡΟΣ,Ακτή του Κυβερνήτη,Λεμεσός
4712,Λεμεσός,ΚΥΠΡΟΣ,Άλασσα,Λεμεσός
4602,Λεμεσός,ΚΥΠΡΟΣ,Αλέκτορα,Λεμεσός
4810,Λεμεσός,ΚΥΠΡΟΣ,Αμίαντος Κάτω,Λεμεσός
4811,Λεμεσός,ΚΥΠΡΟΣ,Αμίαντος Πάνω,Λεμεσός
4603,Λεμεσός,ΚΥΠΡΟΣ,Ανώγυρα,Λεμεσός
4541,Λεμεσός,ΚΥΠΡΟΣ,Απεσιά,Λεμεσός
4563,Λεμεσός,ΚΥΠΡΟΣ,Αρακαπάς,Λεμεσός
4523,Λεμεσός,ΚΥΠΡΟΣ,Αρμενοχώρι,Λεμεσός
4770,Λεμεσός,ΚΥΠΡΟΣ,Άρσος Λεμεσού,Λεμεσός
4502,Λεμεσός,ΚΥΠΡΟΣ,Ασγάτα,Λεμεσός
4645,Λεμεσός,ΚΥΠΡΟΣ,Ασώματος Λεμεσού,Λεμεσός
4600,Λεμεσός,ΚΥΠΡΟΣ,Αυδήμου,Λεμεσός
4542,Λεμεσός,ΚΥΠΡΟΣ,Αψιού,Λεμεσός
4504,Λεμεσός,ΚΥΠΡΟΣ,Βάσα Κελλακίου,Λεμεσός
4771,Λεμεσός,ΚΥΠΡΟΣ,Βάσα Κοιλανίου,Λεμεσός
4509,Λεμεσός,ΚΥΠΡΟΣ,Βίκλα,Λεμεσός
4772,Λεμεσός,ΚΥΠΡΟΣ,Βουνί,Λεμεσός
4543,Λεμεσός,ΚΥΠΡΟΣ,Γεράσα,Λεμεσός
4773,Λεμεσός,ΚΥΠΡΟΣ,Γεροβάσα,Λεμεσός
4841,Λεμεσός,ΚΥΠΡΟΣ,Δασικό Κολέγιο Κύπρο,Λεμεσός
4564,Λεμεσός,ΚΥΠΡΟΣ,Διερώνα,Λεμεσός
4873,Λεμεσός,ΚΥΠΡΟΣ,Δύμες,Λεμεσός
4774,Λεμεσός,ΚΥΠΡΟΣ,Δωρά,Λεμεσός
4750,Λεμεσός,ΚΥΠΡΟΣ,Δωρός,Λεμεσός
4620,Λεμεσός,ΚΥΠΡΟΣ,Επισκοπή Λεμεσού,Λεμεσός
4506,Λεμεσός,ΚΥΠΡΟΣ,Επταγώνεια,Λεμεσός
4630,Λεμεσός,ΚΥΠΡΟΣ,Ερήμη,Λεμεσός
4713,Λεμεσός,ΚΥΠΡΟΣ,Ζανατζιά,Λεμεσός
4565,Λεμεσός,ΚΥΠΡΟΣ,Ζωοπηγή,Λεμεσός
4566,Λεμεσός,ΚΥΠΡΟΣ,Καλό Χωριό Λεμεσού,Λεμεσός
4843,Λεμεσός,ΚΥΠΡΟΣ,Καμινάρια,Λεμεσός
4631,Λεμεσός,ΚΥΠΡΟΣ,Καντού,Λεμεσός
4544,Λεμεσός,ΚΥΠΡΟΣ,Καπηλειό,Λεμεσός
4500,Λεμεσός,ΚΥΠΡΟΣ,Κελλάκι,Λεμεσός
4714,Λεμεσός,ΚΥΠΡΟΣ,Κιβίδες Κάτω,Λεμεσός
4715,Λεμεσός,ΚΥΠΡΟΣ,Κιβίδες Πάνω,Λεμεσός
4775,Λεμεσός,ΚΥΠΡΟΣ,Κισσούσα,Λεμεσός
4507,Λεμεσός,ΚΥΠΡΟΣ,Κλωνάρι,Λεμεσός
4776,Λεμεσός,ΚΥΠΡΟΣ,Κοιλάνι,Λεμεσός
4632,Λεμεσός,ΚΥΠΡΟΣ,Κολόσσι,Λεμεσός
4636,Λεμεσός,ΚΥΠΡΟΣ,Κολόσσι (Συνοικισμός,Λεμεσός
4545,Λεμεσός,ΚΥΠΡΟΣ,Κορφή,Λεμεσός
4743,Λεμεσός,ΚΥΠΡΟΣ,Κουκά,Λεμεσός
4876,Λεμεσός,ΚΥΠΡΟΣ,Κυπερούντα,Λεμεσός
4744,Λεμεσός,ΚΥΠΡΟΣ,Λάνεια,Λεμεσός
4844,Λεμεσός,ΚΥΠΡΟΣ,Λεμύθου,Λεμεσός
4546,Λεμεσός,ΚΥΠΡΟΣ,Λιμνάτης,Λεμεσός
4560,Λεμεσός,ΚΥΠΡΟΣ,Λουβαράς,Λεμεσός
4716,Λεμεσός,ΚΥΠΡΟΣ,Λόφου,Λεμεσός
4547,Λεμεσός,ΚΥΠΡΟΣ,Μαθηκολώνη,Λεμεσός
4777,Λεμεσός,ΚΥΠΡΟΣ,Μαλιά,Λεμεσός
4778,Λεμεσός,ΚΥΠΡΟΣ,Μανδριά Λεμεσού,Λεμεσός
4745,Λεμεσός,ΚΥΠΡΟΣ,Μέσα Ποταμός,Λεμεσός
4746,Λεμεσός,ΚΥΠΡΟΣ,Μονάγρι,Λεμεσός
4524,Λεμεσός,ΚΥΠΡΟΣ,Μοναγρούλλι,Λεμεσός
4525,Λεμεσός,ΚΥΠΡΟΣ,Μονή,Λεμεσός
4526,Λεμεσός,ΚΥΠΡΟΣ,Μονή Αγίου Γεωργίου ,Λεμεσός
4650,Λεμεσός,ΚΥΠΡΟΣ,Μονή Αγίου Νικολάου,Λεμεσός
4548,Λεμεσός,ΚΥΠΡΟΣ,Μονή Ευαγγελίστριας,Λεμεσός
4508,Λεμεσός,ΚΥΠΡΟΣ,Μονή Ζωοδόχου Πηγής,Λεμεσός
4847,Λεμεσός,ΚΥΠΡΟΣ,Μονή Παναγίας Τρικου,Λεμεσός
4812,Λεμεσός,ΚΥΠΡΟΣ,Μονή Τροοδίτισσας,Λεμεσός
4747,Λεμεσός,ΚΥΠΡΟΣ,Μονιάτης,Λεμεσός
4552,Λεμεσός,ΚΥΠΡΟΣ,Μόντε Κορφή,Λεμεσός
4527,Λεμεσός,ΚΥΠΡΟΣ,Μουτταγιάκα,Λεμεσός
4874,Λεμεσός,ΚΥΠΡΟΣ,Μύλος Κάτω,Λεμεσός
4760,Λεμεσός,ΚΥΠΡΟΣ,Όμοδος,Λεμεσός
4845,Λεμεσός,ΚΥΠΡΟΣ,Παλαιόμυλος,Λεμεσός
4549,Λεμεσός,ΚΥΠΡΟΣ,Παλόδεια,Λεμεσός
4604,Λεμεσός,ΚΥΠΡΟΣ,Παραμάλι,Λεμεσός
4540,Λεμεσός,ΚΥΠΡΟΣ,Παραμύθα,Λεμεσός
4520,Λεμεσός,ΚΥΠΡΟΣ,Παρεκκλησιά,Λεμεσός
4533,Λεμεσός,ΚΥΠΡΟΣ,Παρεκκλησιά Τουριστι,Λεμεσός
4700,Λεμεσός,ΚΥΠΡΟΣ,Πάχνα,Λεμεσός
4878,Λεμεσός,ΚΥΠΡΟΣ,Πελένδρι,Λεμεσός
4528,Λεμεσός,ΚΥΠΡΟΣ,Πεντάκωμο,Λεμεσός
4779,Λεμεσός,ΚΥΠΡΟΣ,Πέρα Πεδί,Λεμεσός
4607,Λεμεσός,ΚΥΠΡΟΣ,Πισσούρι,Λεμεσός
4605,Λεμεσός,ΚΥΠΡΟΣ,Πλατανίστεια,Λεμεσός
4503,Λεμεσός,ΚΥΠΡΟΣ,Πλατιές Μεταλλεία,Λεμεσός
4815,Λεμεσός,ΚΥΠΡΟΣ,Πλάτρες Κάτω,Λεμεσός
4820,Λεμεσός,ΚΥΠΡΟΣ,Πλάτρες Πάνω,Λεμεσός
4780,Λεμεσός,ΚΥΠΡΟΣ,Ποταμιού,Λεμεσός
4879,Λεμεσός,ΚΥΠΡΟΣ,Ποταμίτισσα,Λεμεσός
4601,Λεμεσός,ΚΥΠΡΟΣ,Πραστειό Αυδήμου,Λεμεσός
4505,Λεμεσός,ΚΥΠΡΟΣ,Πραστειό Κελλακίου,Λεμεσός
4840,Λεμεσός,ΚΥΠΡΟΣ,Πρόδρομος,Λεμεσός
4511,Λεμεσός,ΚΥΠΡΟΣ,Προφήτης Ηλίας,Λεμεσός
4529,Λεμεσός,ΚΥΠΡΟΣ,Πύργος Λεμεσού,Λεμεσός
4534,Λεμεσός,ΚΥΠΡΟΣ,Πύργος Τουριστική Πε,Λεμεσός
4748,Λεμεσός,ΚΥΠΡΟΣ,Σαϊττάς,Λεμεσός
4877,Λεμεσός,ΚΥΠΡΟΣ,Σανατόριο Κυπερούντα,Λεμεσός
4510,Λεμεσός,ΚΥΠΡΟΣ,Σανίδα,Λεμεσός
4742,Λεμεσός,ΚΥΠΡΟΣ,Σιλίκου,Λεμεσός
4717,Λεμεσός,ΚΥΠΡΟΣ,Σούνι,Λεμεσός
4550,Λεμεσός,ΚΥΠΡΟΣ,Σπιτάλι,Λεμεσός
4570,Λεμεσός,ΚΥΠΡΟΣ,Σταθμός Καλού Χωριού,Λεμεσός
4751,Λεμεσός,ΚΥΠΡΟΣ,Σταθμός Λάνειας,Λεμεσός
4813,Λεμεσός,ΚΥΠΡΟΣ,Σταθμός Μόζορα,Λεμεσός
4568,Λεμεσός,ΚΥΠΡΟΣ,Σταθμός Πεύκου,Λεμεσός
4608,Λεμεσός,ΚΥΠΡΟΣ,Σταθμός Πισσουρίου,Λεμεσός
4749,Λεμεσός,ΚΥΠΡΟΣ,Σταθμός Φιλάγρων,Λεμεσός
4635,Λεμεσός,ΚΥΠΡΟΣ,Στερακόβου,Λεμεσός
4569,Λεμεσός,ΚΥΠΡΟΣ,Συκόπετρα,Λεμεσός
4634,Λεμεσός,ΚΥΠΡΟΣ,Σύμβουλος,Λεμεσός
4848,Λεμεσός,ΚΥΠΡΟΣ,Σχολή Μιτσή,Λεμεσός
4633,Λεμεσός,ΚΥΠΡΟΣ,Σωτήρα Λεμεσού,Λεμεσός
4651,Λεμεσός,ΚΥΠΡΟΣ,Τραχώνι Λεμεσού,Λεμεσός
4846,Λεμεσός,ΚΥΠΡΟΣ,Τρεις Ελιές,Λεμεσός
4730,Λεμεσός,ΚΥΠΡΟΣ,Τριμίκλινη,Λεμεσός
4781,Λεμεσός,ΚΥΠΡΟΣ,Τρόζαινα,Λεμεσός
4800,Λεμεσός,ΚΥΠΡΟΣ,Τρόοδος,Λεμεσός
4652,Λεμεσός,ΚΥΠΡΟΣ,Τσερκέζ Τσιφτλίκ,Λεμεσός
4551,Λεμεσός,ΚΥΠΡΟΣ,Φασούλα Λεμεσού,Λεμεσός
4653,Λεμεσός,ΚΥΠΡΟΣ,Φασούρι,Λεμεσός
4814,Λεμεσός,ΚΥΠΡΟΣ,Φοινί,Λεμεσός
4530,Λεμεσός,ΚΥΠΡΟΣ,Φοινικάρια,Λεμεσός
4875,Λεμεσός,ΚΥΠΡΟΣ,Χανδριά,Λεμεσός
1370,Λευκωσία,ΚΥΠΡΟΣ,Αγγλικός Στρατός Λευ,Λευκωσία
2826,Λευκωσία,ΚΥΠΡΟΣ,Αγγολέμι,Λευκωσία
2560,Λευκωσία,ΚΥΠΡΟΣ,Αγία Βαρβάρα Λευκωσί,Λευκωσία
2820,Λευκωσία,ΚΥΠΡΟΣ,Αγία Ειρήνη Λευκωσία,Λευκωσία
2561,Λευκωσία,ΚΥΠΡΟΣ,Αγιά Κεπήρ,Λευκωσία
2772,Λευκωσία,ΚΥΠΡΟΣ,Αγία Μαρίνα Ξυλιάτου,Λευκωσία
2670,Λευκωσία,ΚΥΠΡΟΣ,Αγία Μαρίνα Σκυλλούρ,Λευκωσία
2775,Λευκωσία,ΚΥΠΡΟΣ,Αγίοι Ηλιόφωτοι,Λευκωσία
2671,Λευκωσία,ΚΥΠΡΟΣ,Αγίοι Τριμιθιάς,Λευκωσία
2952,Λευκωσία,ΚΥΠΡΟΣ,Άγιον Γεωργούδι,Λευκωσία
2672,Λευκωσία,ΚΥΠΡΟΣ,Άγιος Βασίλειος,Λευκωσία
2773,Λευκωσία,ΚΥΠΡΟΣ,Άγιος Γεώργιος Καυκά,Λευκωσία
2822,Λευκωσία,ΚΥΠΡΟΣ,Άγιος Γεώργιος Σολέα,Λευκωσία
2610,Λευκωσία,ΚΥΠΡΟΣ,Άγιος Επιφάνιος Ορει,Λευκωσία
2821,Λευκωσία,ΚΥΠΡΟΣ,Άγιος Επιφάνιος Σολέ,Λευκωσία
2823,Λευκωσία,ΚΥΠΡΟΣ,Άγιος Θεόδωρος Σολέα,Λευκωσία
2951,Λευκωσία,ΚΥΠΡΟΣ,Άγιος Θεόδωρος Τηλλυ,Λευκωσία
2611,Λευκωσία,ΚΥΠΡΟΣ,Άγιος Ιωάννης Μαλούν,Λευκωσία
2965,Λευκωσία,ΚΥΠΡΟΣ,Άγιος Ιωάννης Τηλλυρ,Λευκωσία
2824,Λευκωσία,ΚΥΠΡΟΣ,Άγιος Νικόλαος Λεύκα,Λευκωσία
2825,Λευκωσία,ΚΥΠΡΟΣ,Άγιος Νικόλαος Στέγη,Λευκωσία
2562,Λευκωσία,ΚΥΠΡΟΣ,Άγιος Σωζόμενος,Λευκωσία
2617,Λευκωσία,ΚΥΠΡΟΣ,Αγροκηπιά,Λευκωσία
2837,Λευκωσία,ΚΥΠΡΟΣ,Αγρολάδου,Λευκωσία
2720,Λευκωσία,ΚΥΠΡΟΣ,Ακάκι,Λευκωσία
2563,Λευκωσία,ΚΥΠΡΟΣ,Αλάμπρα,Λευκωσία
2953,Λευκωσία,ΚΥΠΡΟΣ,Αλεύκα,Λευκωσία
2750,Λευκωσία,ΚΥΠΡΟΣ,Αληθινού,Λευκωσία
2751,Λευκωσία,ΚΥΠΡΟΣ,Άλωνα,Λευκωσία
2954,Λευκωσία,ΚΥΠΡΟΣ,Αμμαδιές,Λευκωσία
2920,Λευκωσία,ΚΥΠΡΟΣ,Αμπελικού,Λευκωσία
2640,Λευκωσία,ΚΥΠΡΟΣ,Ανάγυια,Λευκωσία
2641,Λευκωσία,ΚΥΠΡΟΣ,Αναλιόντας,Λευκωσία
2613,Λευκωσία,ΚΥΠΡΟΣ,Απλίκι,Λευκωσία
2721,Λευκωσία,ΚΥΠΡΟΣ,Αργάκι,Λευκωσία
2614,Λευκωσία,ΚΥΠΡΟΣ,Αρεδιού,Λευκωσία
2778,Λευκωσία,ΚΥΠΡΟΣ,Ασίνου,Λευκωσία
2752,Λευκωσία,ΚΥΠΡΟΣ,Ασκάς,Λευκωσία
2722,Λευκωσία,ΚΥΠΡΟΣ,Αστρομερίτης,Λευκωσία
2673,Λευκωσία,ΚΥΠΡΟΣ,Αυλώνα,Λευκωσία
2921,Λευκωσία,ΚΥΠΡΟΣ,Βαρίσια,Λευκωσία
2860,Λευκωσία,ΚΥΠΡΟΣ,Βροΐσια,Λευκωσία
2774,Λευκωσία,ΚΥΠΡΟΣ,Βυζακιά,Λευκωσία
2520,Λευκωσία,ΚΥΠΡΟΣ,Βώνη,Λευκωσία
2827,Λευκωσία,ΚΥΠΡΟΣ,Γαλάτα,Λευκωσία
2922,Λευκωσία,ΚΥΠΡΟΣ,Γαληνή,Λευκωσία
2861,Λευκωσία,ΚΥΠΡΟΣ,Γερακιές,Λευκωσία
2674,Λευκωσία,ΚΥΠΡΟΣ,Γερόλακκος,Λευκωσία
2615,Λευκωσία,ΚΥΠΡΟΣ,Γούρρη,Λευκωσία
2540,Λευκωσία,ΚΥΠΡΟΣ,Δάλι,Λευκωσία
2828,Λευκωσία,ΚΥΠΡΟΣ,Δασικός Σταθμός Καπο,Λευκωσία
2782,Λευκωσία,ΚΥΠΡΟΣ,Δασικός Σταθμός Πανα,Λευκωσία
2829,Λευκωσία,ΚΥΠΡΟΣ,Δασικός Σταθμός Πλατ,Λευκωσία
2675,Λευκωσία,ΚΥΠΡΟΣ,Δένεια,Λευκωσία
2450,Λευκωσία,ΚΥΠΡΟΣ,Δευτερά Κάτω,Λευκωσία
2460,Λευκωσία,ΚΥΠΡΟΣ,Δευτερά Πάνω,Λευκωσία
2676,Λευκωσία,ΚΥΠΡΟΣ,Δύο Ποταμοί,Λευκωσία
2830,Λευκωσία,ΚΥΠΡΟΣ,Ελιά Μόρφου,Λευκωσία
1380,Λευκωσία,ΚΥΠΡΟΣ,Ελληνική Δύναμη Κύπρ,Λευκωσία
2521,Λευκωσία,ΚΥΠΡΟΣ,Έξω Μετόχι,Λευκωσία
2642,Λευκωσία,ΚΥΠΡΟΣ,Επισκοπειό,Λευκωσία
2522,Λευκωσία,ΚΥΠΡΟΣ,Επιχώ,Λευκωσία
2643,Λευκωσία,ΚΥΠΡΟΣ,Εργάτες,Λευκωσία
2831,Λευκωσία,ΚΥΠΡΟΣ,Ευρύχου,Λευκωσία
2723,Λευκωσία,ΚΥΠΡΟΣ,Ζώδια Κάτω,Λευκωσία
2724,Λευκωσία,ΚΥΠΡΟΣ,Ζώδια Πάνω,Λευκωσία
2546,Λευκωσία,ΚΥΠΡΟΣ,Ηλιούπολη,Λευκωσία
2923,Λευκωσία,ΚΥΠΡΟΣ,Καζιβερά,Λευκωσία
2800,Λευκωσία,ΚΥΠΡΟΣ,Κακοπετριά,Λευκωσία
2832,Λευκωσία,ΚΥΠΡΟΣ,Καλιάνα,Λευκωσία
2548,Λευκωσία,ΚΥΠΡΟΣ,Καλλιθέα,Λευκωσία
2616,Λευκωσία,ΚΥΠΡΟΣ,Καλό Χωριό Κλήρου,Λευκωσία
2833,Λευκωσία,ΚΥΠΡΟΣ,Καλό Χωριό Λεύκας,Λευκωσία
2726,Λευκωσία,ΚΥΠΡΟΣ,Καλό Χωριό Μόρφου (Κ,Λευκωσία
2862,Λευκωσία,ΚΥΠΡΟΣ,Καλοπαναγιώτης,Λευκωσία
2523,Λευκωσία,ΚΥΠΡΟΣ,Καλυβάκια,Λευκωσία
2619,Λευκωσία,ΚΥΠΡΟΣ,Καμπί Φαρμακά,Λευκωσία
2644,Λευκωσία,ΚΥΠΡΟΣ,Καμπιά,Λευκωσία
2863,Λευκωσία,ΚΥΠΡΟΣ,Κάμπος,Λευκωσία
2677,Λευκωσία,ΚΥΠΡΟΣ,Κανλί,Λευκωσία
2834,Λευκωσία,ΚΥΠΡΟΣ,Καννάβια,Λευκωσία
2645,Λευκωσία,ΚΥΠΡΟΣ,Καπέδες,Λευκωσία
2924,Λευκωσία,ΚΥΠΡΟΣ,Καραβοστάσι,Λευκωσία
2646,Λευκωσία,ΚΥΠΡΟΣ,Καταλιόντας,Λευκωσία
2835,Λευκωσία,ΚΥΠΡΟΣ,Κατύδατα,Λευκωσία
2776,Λευκωσία,ΚΥΠΡΟΣ,Κάτω Μονή ,Λευκωσία
2725,Λευκωσία,ΚΥΠΡΟΣ,Κατωκοπιά,Λευκωσία
2678,Λευκωσία,ΚΥΠΡΟΣ,Κιόνελι,Λευκωσία
2600,Λευκωσία,ΚΥΠΡΟΣ,Κλήρου,Λευκωσία
2955,Λευκωσία,ΚΥΠΡΟΣ,Κόκκινα,Λευκωσία
2660,Λευκωσία,ΚΥΠΡΟΣ,Κοκκινοτριμιθιά,Λευκωσία
2836,Λευκωσία,ΚΥΠΡΟΣ,Κοράκου,Λευκωσία
2564,Λευκωσία,ΚΥΠΡΟΣ,Κοτσιάτης,Λευκωσία
2846,Λευκωσία,ΚΥΠΡΟΣ,Κούρδαλι,Λευκωσία
2524,Λευκωσία,ΚΥΠΡΟΣ,Κουρού Μοναστήρι,Λευκωσία
2770,Λευκωσία,ΚΥΠΡΟΣ,Κουτραφάς Κάτω,Λευκωσία
2771,Λευκωσία,ΚΥΠΡΟΣ,Κουτραφάς Πάνω,Λευκωσία
2500,Λευκωσία,ΚΥΠΡΟΣ,Κυθρέα,Λευκωσία
2727,Λευκωσία,ΚΥΠΡΟΣ,Κυρά,Λευκωσία
2547,Λευκωσία,ΚΥΠΡΟΣ,Κωνστάντια,Λευκωσία
2753,Λευκωσία,ΚΥΠΡΟΣ,Λαγουδερά,Λευκωσία
2618,Λευκωσία,ΚΥΠΡΟΣ,Λαζανιάς,Λευκωσία
2754,Λευκωσία,ΚΥΠΡΟΣ,Λειβάδια Πιτσιλιάς,Λευκωσία
2900,Λευκωσία,ΚΥΠΡΟΣ,Λεύκα,Λευκωσία
2956,Λευκωσία,ΚΥΠΡΟΣ,Λιμνίτης,Λευκωσία
2845,Λευκωσία,ΚΥΠΡΟΣ,Λινού,Λευκωσία
2567,Λευκωσία,ΚΥΠΡΟΣ,Λουρουτζίνα,Λευκωσία
2957,Λευκωσία,ΚΥΠΡΟΣ,Λουτρός,Λευκωσία
2565,Λευκωσία,ΚΥΠΡΟΣ,Λυθροδόντας,Λευκωσία
2566,Λευκωσία,ΚΥΠΡΟΣ,Λύμπια,Λευκωσία
2568,Λευκωσία,ΚΥΠΡΟΣ,Μαθιάτης,Λευκωσία
2612,Λευκωσία,ΚΥΠΡΟΣ,Μαλούντα Λευκωσίας,Λευκωσία
2679,Λευκωσία,ΚΥΠΡΟΣ,Μάμμαρι,Λευκωσία
2958,Λευκωσία,ΚΥΠΡΟΣ,Μανσούρα,Λευκωσία
2647,Λευκωσία,ΚΥΠΡΟΣ,Μαρκί,Λευκωσία
2569,Λευκωσία,ΚΥΠΡΟΣ,Μαρκό,Λευκωσία
2680,Λευκωσία,ΚΥΠΡΟΣ,Μάσαρι,Λευκωσία
